"run","Winner"
611,"empty"
611,"Resistance"
613,"empty"
613,"Spy"
615,"empty"
615,"Resistance"
617,"empty"
617,"Spy"
619,"empty"
619,"Resistance"
621,"empty"
621,"Resistance"
623,"empty"
623,"Spy"
625,"empty"
625,"Spy"
627,"empty"
627,"Spy"
629,"empty"
629,"Resistance"
631,"empty"
631,"Resistance"
633,"empty"
633,"Spy"
635,"empty"
635,"Spy"
637,"empty"
637,"Spy"
639,"empty"
639,"Resistance"
641,"empty"
641,"Spy"
643,"empty"
643,"Spy"
645,"empty"
645,"Resistance"
647,"empty"
647,"Spy"
649,"empty"
649,"Spy"
651,"empty"
651,"Spy"
653,"empty"
653,"Spy"
655,"empty"
655,"Spy"
657,"empty"
657,"Spy"
659,"empty"
659,"Spy"
661,"empty"
661,"Spy"
663,"empty"
663,"Spy"
665,"empty"
665,"Resistance"
667,"empty"
667,"Resistance"
669,"empty"
669,"Spy"
671,"empty"
671,"Spy"
673,"empty"
673,"Spy"
675,"empty"
675,"Spy"
677,"empty"
677,"Spy"
679,"empty"
679,"Resistance"
681,"empty"
681,"Spy"
683,"empty"
683,"Resistance"
685,"empty"
685,"Spy"
687,"empty"
687,"Resistance"
689,"empty"
689,"Spy"
691,"empty"
691,"Resistance"
693,"empty"
693,"Resistance"
695,"empty"
695,"Spy"
697,"empty"
697,"Resistance"
699,"empty"
699,"Resistance"
701,"empty"
701,"Resistance"
703,"empty"
703,"Spy"
705,"empty"
705,"Resistance"
707,"empty"
707,"Spy"
709,"empty"
709,"Spy"
711,"empty"
711,"Spy"
713,"empty"
713,"Spy"
715,"empty"
715,"Spy"
717,"empty"
717,"Spy"
719,"empty"
719,"Spy"
721,"empty"
721,"Spy"
723,"empty"
723,"Spy"
725,"empty"
725,"Resistance"
727,"empty"
727,"Spy"
729,"empty"
729,"Spy"
731,"empty"
731,"Resistance"
733,"empty"
733,"Spy"
735,"empty"
735,"Spy"
737,"empty"
737,"Resistance"
739,"empty"
739,"Spy"
741,"empty"
741,"Spy"
743,"empty"
743,"Resistance"
745,"empty"
745,"Spy"
747,"empty"
747,"Resistance"
749,"empty"
749,"Spy"
751,"empty"
751,"Resistance"
753,"empty"
753,"Spy"
755,"empty"
755,"Spy"
757,"empty"
757,"Resistance"
759,"empty"
759,"Spy"
761,"empty"
761,"Spy"
763,"empty"
763,"Resistance"
765,"empty"
765,"Spy"
767,"empty"
767,"Spy"
769,"empty"
769,"Spy"
771,"empty"
771,"Spy"
773,"empty"
773,"Spy"
775,"empty"
775,"Resistance"
777,"empty"
777,"Spy"
779,"empty"
779,"Spy"
781,"empty"
781,"Spy"
783,"empty"
783,"Spy"
785,"empty"
785,"Spy"
787,"empty"
787,"Spy"
789,"empty"
789,"Spy"
791,"empty"
791,"Spy"
793,"empty"
793,"Spy"
795,"empty"
795,"Spy"
797,"empty"
797,"Spy"
799,"empty"
799,"Spy"
801,"empty"
801,"Resistance"
803,"empty"
803,"Spy"
805,"empty"
805,"Spy"
807,"empty"
807,"Spy"
809,"empty"
809,"Spy"
811,"empty"
811,"Spy"
813,"empty"
813,"Resistance"
815,"empty"
815,"Spy"
817,"empty"
817,"Spy"
819,"empty"
819,"Spy"
821,"empty"
821,"Spy"
823,"empty"
823,"Spy"
825,"empty"
825,"Resistance"
827,"empty"
827,"Spy"
829,"empty"
829,"Spy"
831,"empty"
831,"Spy"
833,"empty"
833,"Resistance"
835,"empty"
835,"Spy"
837,"empty"
837,"Spy"
839,"empty"
839,"Spy"
841,"empty"
841,"Spy"
843,"empty"
843,"Spy"
845,"empty"
845,"Resistance"
847,"empty"
847,"Resistance"
849,"empty"
849,"Spy"
851,"empty"
851,"Spy"
853,"empty"
853,"Spy"
855,"empty"
855,"Spy"
857,"empty"
857,"Resistance"
859,"empty"
859,"Spy"
861,"empty"
861,"Spy"
863,"empty"
863,"Resistance"
865,"empty"
865,"Spy"
867,"empty"
867,"Spy"
869,"empty"
869,"Resistance"
871,"empty"
871,"Resistance"
873,"empty"
873,"Spy"
875,"empty"
875,"Resistance"
877,"empty"
877,"Spy"
879,"empty"
879,"Resistance"
881,"empty"
881,"Spy"
883,"empty"
883,"Resistance"
885,"empty"
885,"Resistance"
887,"empty"
887,"Spy"
889,"empty"
889,"Resistance"
891,"empty"
891,"Spy"
893,"empty"
893,"Resistance"
895,"empty"
895,"Spy"
897,"empty"
897,"Resistance"
899,"empty"
899,"Spy"
901,"empty"
901,"Resistance"
903,"empty"
903,"Spy"
905,"empty"
905,"Spy"
907,"empty"
907,"Spy"
909,"empty"
909,"Resistance"
911,"empty"
911,"Spy"
913,"empty"
913,"Spy"
915,"empty"
915,"Resistance"
917,"empty"
917,"Resistance"
919,"empty"
919,"Resistance"
921,"empty"
921,"Resistance"
923,"empty"
923,"Spy"
925,"empty"
925,"Spy"
927,"empty"
927,"Spy"
929,"empty"
929,"Spy"
931,"empty"
931,"Resistance"
933,"empty"
933,"Resistance"
935,"empty"
935,"Resistance"
937,"empty"
937,"Spy"
939,"empty"
939,"Resistance"
941,"empty"
941,"Resistance"
943,"empty"
943,"Spy"
945,"empty"
945,"Resistance"
947,"empty"
947,"Spy"
949,"empty"
949,"Resistance"
951,"empty"
951,"Spy"
953,"empty"
953,"Resistance"
955,"empty"
955,"Spy"
957,"empty"
957,"Spy"
959,"empty"
959,"Spy"
961,"empty"
961,"Spy"
963,"empty"
963,"Spy"
965,"empty"
965,"Spy"
967,"empty"
967,"Spy"
969,"empty"
969,"Spy"
971,"empty"
971,"Spy"
973,"empty"
973,"Resistance"
975,"empty"
975,"Spy"
977,"empty"
977,"Spy"
979,"empty"
979,"Spy"
981,"empty"
981,"Resistance"
983,"empty"
983,"Spy"
985,"empty"
985,"Spy"
987,"empty"
987,"Resistance"
989,"empty"
989,"Spy"
991,"empty"
991,"Spy"
993,"empty"
993,"Spy"
995,"empty"
995,"Spy"
997,"empty"
997,"Spy"
999,"empty"
999,"Resistance"
1001,"empty"
1001,"Resistance"
1003,"empty"
1003,"Spy"
1005,"empty"
1005,"Spy"
1007,"empty"
1007,"Spy"
1009,"empty"
1009,"Spy"
1011,"empty"
1011,"Spy"
1013,"empty"
1013,"Resistance"
1015,"empty"
1015,"Spy"
1017,"empty"
1017,"Resistance"
1019,"empty"
1019,"Spy"
1021,"empty"
1021,"Spy"
1023,"empty"
1023,"Spy"
1025,"empty"
1025,"Resistance"
1027,"empty"
1027,"Resistance"
1029,"empty"
1029,"Spy"
1031,"empty"
1031,"Spy"
1033,"empty"
1033,"Resistance"
1035,"empty"
1035,"Resistance"
1037,"empty"
1037,"Spy"
1039,"empty"
1039,"Spy"
1041,"empty"
1041,"Spy"
1043,"empty"
1043,"Resistance"
1045,"empty"
1045,"Spy"
1047,"empty"
1047,"Spy"
1049,"empty"
1049,"Resistance"
1051,"empty"
1051,"Resistance"
1053,"empty"
1053,"Resistance"
1055,"empty"
1055,"Resistance"
1057,"empty"
1057,"Spy"
1059,"empty"
1059,"Spy"
1061,"empty"
1061,"Spy"
1063,"empty"
1063,"Spy"
1065,"empty"
1065,"Spy"
1067,"empty"
1067,"Resistance"
1069,"empty"
1069,"Spy"
1071,"empty"
1071,"Resistance"
1073,"empty"
1073,"Spy"
1075,"empty"
1075,"Resistance"
1077,"empty"
1077,"Spy"
1079,"empty"
1079,"Spy"
1081,"empty"
1081,"Spy"
1083,"empty"
1083,"Spy"
1085,"empty"
1085,"Resistance"
1087,"empty"
1087,"Spy"
1089,"empty"
1089,"Resistance"
1091,"empty"
1091,"Resistance"
1093,"empty"
1093,"Resistance"
1095,"empty"
1095,"Resistance"
1097,"empty"
1097,"Resistance"
1099,"empty"
1099,"Resistance"
1101,"empty"
1101,"Resistance"
1103,"empty"
1103,"Spy"
1105,"empty"
1105,"Spy"
1107,"empty"
1107,"Spy"
1109,"empty"
1109,"Spy"
1111,"empty"
1111,"Spy"
1113,"empty"
1113,"Spy"
1115,"empty"
1115,"Resistance"
1117,"empty"
1117,"Resistance"
1119,"empty"
1119,"Resistance"
1121,"empty"
1121,"Spy"
1123,"empty"
1123,"Spy"
1125,"empty"
1125,"Spy"
1127,"empty"
1127,"Resistance"
1129,"empty"
1129,"Spy"
1131,"empty"
1131,"Resistance"
1133,"empty"
1133,"Spy"
1135,"empty"
1135,"Resistance"
1137,"empty"
1137,"Spy"
1139,"empty"
1139,"Resistance"
1141,"empty"
1141,"Resistance"
1143,"empty"
1143,"Spy"
1145,"empty"
1145,"Spy"
1147,"empty"
1147,"Spy"
1149,"empty"
1149,"Spy"
1151,"empty"
1151,"Resistance"
1153,"empty"
1153,"Spy"
1155,"empty"
1155,"Spy"
1157,"empty"
1157,"Spy"
1159,"empty"
1159,"Resistance"
1161,"empty"
1161,"Spy"
1163,"empty"
1163,"Spy"
1165,"empty"
1165,"Spy"
1167,"empty"
1167,"Resistance"
1169,"empty"
1169,"Spy"
1171,"empty"
1171,"Resistance"
1173,"empty"
1173,"Spy"
1175,"empty"
1175,"Spy"
1177,"empty"
1177,"Resistance"
1179,"empty"
1179,"Spy"
1181,"empty"
1181,"Spy"
1183,"empty"
1183,"Resistance"
1185,"empty"
1185,"Spy"
1187,"empty"
1187,"Spy"
1189,"empty"
1189,"Spy"
1191,"empty"
1191,"Spy"
1193,"empty"
1193,"Spy"
1195,"empty"
1195,"Spy"
1197,"empty"
1197,"Spy"
1199,"empty"
1199,"Spy"
1201,"empty"
1201,"Spy"
1203,"empty"
1203,"Resistance"
1205,"empty"
1205,"Spy"
1207,"empty"
1207,"Spy"
1209,"empty"
1209,"Spy"
1211,"empty"
1211,"Resistance"
1213,"empty"
1213,"Spy"
1215,"empty"
1215,"Spy"
1217,"empty"
1217,"Spy"
1219,"empty"
1219,"Resistance"
1221,"empty"
1221,"Spy"
1223,"empty"
1223,"Spy"
1225,"empty"
1225,"Spy"
1227,"empty"
1227,"Spy"
1229,"empty"
1229,"Resistance"
1231,"empty"
1231,"Spy"
1233,"empty"
1233,"Spy"
1235,"empty"
1235,"Spy"
1237,"empty"
1237,"Spy"
1239,"empty"
1239,"Spy"
1241,"empty"
1241,"Resistance"
1243,"empty"
1243,"Resistance"
1245,"empty"
1245,"Spy"
1247,"empty"
1247,"Resistance"
1249,"empty"
1249,"Spy"
2,"empty"
2,"Spy"
4,"empty"
4,"Resistance"
6,"empty"
6,"Spy"
8,"empty"
8,"Spy"
10,"empty"
10,"Spy"
12,"empty"
12,"Spy"
14,"empty"
14,"Spy"
16,"empty"
16,"Resistance"
18,"empty"
18,"Resistance"
20,"empty"
20,"Spy"
22,"empty"
22,"Spy"
24,"empty"
24,"Spy"
26,"empty"
26,"Spy"
28,"empty"
28,"Spy"
30,"empty"
30,"Spy"
32,"empty"
32,"Resistance"
34,"empty"
34,"Resistance"
36,"empty"
36,"Spy"
38,"empty"
38,"Resistance"
40,"empty"
40,"Resistance"
42,"empty"
42,"Resistance"
44,"empty"
44,"Resistance"
46,"empty"
46,"Spy"
48,"empty"
48,"Spy"
50,"empty"
50,"Resistance"
52,"empty"
52,"Spy"
54,"empty"
54,"Resistance"
56,"empty"
56,"Spy"
58,"empty"
58,"Spy"
60,"empty"
60,"Spy"
62,"empty"
62,"Resistance"
64,"empty"
64,"Spy"
66,"empty"
66,"Spy"
68,"empty"
68,"Spy"
70,"empty"
70,"Resistance"
72,"empty"
72,"Spy"
74,"empty"
74,"Spy"
76,"empty"
76,"Resistance"
78,"empty"
78,"Spy"
80,"empty"
80,"Spy"
82,"empty"
82,"Resistance"
84,"empty"
84,"Resistance"
86,"empty"
86,"Spy"
88,"empty"
88,"Spy"
90,"empty"
90,"Resistance"
92,"empty"
92,"Resistance"
94,"empty"
94,"Spy"
96,"empty"
96,"Spy"
98,"empty"
98,"Spy"
100,"empty"
100,"Spy"
102,"empty"
102,"Spy"
104,"empty"
104,"Resistance"
106,"empty"
106,"Resistance"
108,"empty"
108,"Resistance"
110,"empty"
110,"Resistance"
112,"empty"
112,"Resistance"
114,"empty"
114,"Resistance"
116,"empty"
116,"Spy"
118,"empty"
118,"Resistance"
120,"empty"
120,"Spy"
122,"empty"
122,"Resistance"
124,"empty"
124,"Resistance"
126,"empty"
126,"Spy"
128,"empty"
128,"Spy"
130,"empty"
130,"Resistance"
132,"empty"
132,"Spy"
134,"empty"
134,"Resistance"
136,"empty"
136,"Spy"
138,"empty"
138,"Spy"
140,"empty"
140,"Resistance"
142,"empty"
142,"Spy"
144,"empty"
144,"Resistance"
146,"empty"
146,"Resistance"
148,"empty"
148,"Spy"
150,"empty"
150,"Spy"
152,"empty"
152,"Spy"
154,"empty"
154,"Spy"
156,"empty"
156,"Spy"
158,"empty"
158,"Resistance"
160,"empty"
160,"Spy"
162,"empty"
162,"Resistance"
164,"empty"
164,"Spy"
166,"empty"
166,"Spy"
168,"empty"
168,"Spy"
170,"empty"
170,"Resistance"
172,"empty"
172,"Spy"
174,"empty"
174,"Spy"
176,"empty"
176,"Resistance"
178,"empty"
178,"Resistance"
180,"empty"
180,"Spy"
182,"empty"
182,"Resistance"
184,"empty"
184,"Spy"
186,"empty"
186,"Spy"
188,"empty"
188,"Resistance"
190,"empty"
190,"Resistance"
192,"empty"
192,"Spy"
194,"empty"
194,"Resistance"
196,"empty"
196,"Spy"
198,"empty"
198,"Resistance"
200,"empty"
200,"Resistance"
202,"empty"
202,"Resistance"
204,"empty"
204,"Resistance"
206,"empty"
206,"Resistance"
208,"empty"
208,"Spy"
210,"empty"
210,"Resistance"
212,"empty"
212,"Spy"
214,"empty"
214,"Resistance"
216,"empty"
216,"Resistance"
218,"empty"
218,"Spy"
220,"empty"
220,"Resistance"
222,"empty"
222,"Spy"
224,"empty"
224,"Resistance"
226,"empty"
226,"Resistance"
228,"empty"
228,"Spy"
230,"empty"
230,"Resistance"
232,"empty"
232,"Spy"
234,"empty"
234,"Spy"
236,"empty"
236,"Resistance"
238,"empty"
238,"Spy"
240,"empty"
240,"Resistance"
242,"empty"
242,"Spy"
244,"empty"
244,"Spy"
246,"empty"
246,"Resistance"
248,"empty"
248,"Spy"
250,"empty"
250,"Spy"
252,"empty"
252,"Spy"
254,"empty"
254,"Spy"
256,"empty"
256,"Resistance"
258,"empty"
258,"Spy"
260,"empty"
260,"Spy"
262,"empty"
262,"Spy"
264,"empty"
264,"Resistance"
266,"empty"
266,"Spy"
268,"empty"
268,"Spy"
270,"empty"
270,"Resistance"
272,"empty"
272,"Spy"
274,"empty"
274,"Resistance"
276,"empty"
276,"Spy"
278,"empty"
278,"Spy"
280,"empty"
280,"Spy"
282,"empty"
282,"Resistance"
284,"empty"
284,"Resistance"
286,"empty"
286,"Spy"
288,"empty"
288,"Spy"
290,"empty"
290,"Spy"
292,"empty"
292,"Spy"
294,"empty"
294,"Spy"
296,"empty"
296,"Resistance"
298,"empty"
298,"Spy"
300,"empty"
300,"Spy"
302,"empty"
302,"Spy"
304,"empty"
304,"Spy"
306,"empty"
306,"Spy"
308,"empty"
308,"Spy"
310,"empty"
310,"Spy"
312,"empty"
312,"Spy"
314,"empty"
314,"Resistance"
316,"empty"
316,"Resistance"
318,"empty"
318,"Spy"
320,"empty"
320,"Resistance"
322,"empty"
322,"Spy"
324,"empty"
324,"Resistance"
326,"empty"
326,"Resistance"
328,"empty"
328,"Spy"
330,"empty"
330,"Spy"
332,"empty"
332,"Resistance"
334,"empty"
334,"Spy"
336,"empty"
336,"Spy"
338,"empty"
338,"Spy"
340,"empty"
340,"Spy"
342,"empty"
342,"Spy"
344,"empty"
344,"Resistance"
346,"empty"
346,"Spy"
348,"empty"
348,"Spy"
350,"empty"
350,"Spy"
352,"empty"
352,"Spy"
354,"empty"
354,"Spy"
356,"empty"
356,"Resistance"
358,"empty"
358,"Resistance"
360,"empty"
360,"Spy"
362,"empty"
362,"Spy"
364,"empty"
364,"Spy"
366,"empty"
366,"Spy"
368,"empty"
368,"Spy"
370,"empty"
370,"Spy"
372,"empty"
372,"Spy"
374,"empty"
374,"Spy"
376,"empty"
376,"Resistance"
378,"empty"
378,"Resistance"
380,"empty"
380,"Spy"
382,"empty"
382,"Resistance"
384,"empty"
384,"Resistance"
386,"empty"
386,"Spy"
388,"empty"
388,"Spy"
390,"empty"
390,"Resistance"
392,"empty"
392,"Resistance"
394,"empty"
394,"Resistance"
396,"empty"
396,"Resistance"
398,"empty"
398,"Spy"
400,"empty"
400,"Spy"
402,"empty"
402,"Spy"
404,"empty"
404,"Resistance"
406,"empty"
406,"Spy"
408,"empty"
408,"Resistance"
410,"empty"
410,"Spy"
412,"empty"
412,"Spy"
414,"empty"
414,"Spy"
416,"empty"
416,"Resistance"
418,"empty"
418,"Spy"
420,"empty"
420,"Spy"
422,"empty"
422,"Resistance"
424,"empty"
424,"Spy"
426,"empty"
426,"Spy"
428,"empty"
428,"Spy"
430,"empty"
430,"Spy"
432,"empty"
432,"Spy"
434,"empty"
434,"Resistance"
436,"empty"
436,"Spy"
438,"empty"
438,"Resistance"
440,"empty"
440,"Resistance"
442,"empty"
442,"Resistance"
444,"empty"
444,"Spy"
446,"empty"
446,"Spy"
448,"empty"
448,"Spy"
450,"empty"
450,"Spy"
452,"empty"
452,"Resistance"
454,"empty"
454,"Resistance"
456,"empty"
456,"Spy"
458,"empty"
458,"Spy"
460,"empty"
460,"Spy"
462,"empty"
462,"Resistance"
464,"empty"
464,"Resistance"
466,"empty"
466,"Spy"
468,"empty"
468,"Resistance"
470,"empty"
470,"Spy"
472,"empty"
472,"Spy"
474,"empty"
474,"Spy"
476,"empty"
476,"Spy"
478,"empty"
478,"Spy"
480,"empty"
480,"Resistance"
482,"empty"
482,"Spy"
484,"empty"
484,"Spy"
486,"empty"
486,"Spy"
488,"empty"
488,"Spy"
490,"empty"
490,"Resistance"
492,"empty"
492,"Resistance"
494,"empty"
494,"Spy"
496,"empty"
496,"Spy"
498,"empty"
498,"Resistance"
500,"empty"
500,"Spy"
502,"empty"
502,"Spy"
504,"empty"
504,"Resistance"
506,"empty"
506,"Spy"
508,"empty"
508,"Resistance"
510,"empty"
510,"Resistance"
512,"empty"
512,"Spy"
514,"empty"
514,"Resistance"
516,"empty"
516,"Spy"
518,"empty"
518,"Resistance"
520,"empty"
520,"Resistance"
522,"empty"
522,"Spy"
524,"empty"
524,"Spy"
526,"empty"
526,"Spy"
528,"empty"
528,"Spy"
530,"empty"
530,"Resistance"
532,"empty"
532,"Spy"
534,"empty"
534,"Spy"
536,"empty"
536,"Spy"
538,"empty"
538,"Spy"
540,"empty"
540,"Resistance"
